2023-06-15 11:54:34,958 - logger name:exp/ECL-Informer2023-06-15-11:54:34.957934/ECL-Informer.log
2023-06-15 11:54:34,958 - params : {'conf': 'ECL-Informer', 'data_name': 'electricity', 'iteration': 1, 'auto_test': 1, 'load': False, 'build_graph': False, 'root_path': '', 'exp_path': 'exp/', 'val_test_mix': False, 'end_phase': 1, 'x_len': 96, 'y_len': 96, 'device': device(type='cuda', index=1), '/* model related args*/': '//', 'model_name': 'informer', 'label_len': 48, 'features': 'M', 'target': 'OT', 'graph_input': False, 'individual': False, 'test_model_path': '/Disk/fhyega/code/PatchTST/PatchTST_supervised/checkpoints/electricity_96_96_Informer_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_0/checkpoint.pth', 'e_layers': 2, 'd_layers': 1, 'factor': 3, 'n_heads': 8, 'd_model': 512, 'd_ff': 2048, 'dropout': 0.05, 'fc_dropout': 0.05, 'head_dropout': 0, 'patch_len': 16, 'stride': 8, 'des': 'Exp', 'padding_patch': 'end', 'revin': 1, 'affine': 0, 'subtract_last': 0, 'decomposition': 0, 'kernel_size': 25, 'output_attention': 0, 'embed_type': 0, 'activation': 'gelu', 'distil': 1, 'linear_output': 0, '/*train related args*/': '//', 'train': True, 'epoch': 100, 'batch_size': 128, 'lr': 0.0001, 'loss': 'mse', '/*dataset related args*/': '//', 'save_data_path': 'data/ECL/', 'data_process': False, 'embed': 'timeF', 'freq': 'h', 'begin_phase': 1, 'phase_len_ratio': 0.7, 'val_ratio': 0.33, 'graph_size': 321, '/*strategy related args*/': '//', 'strategy': 'incremental', 'increase': False, 'detect': False, 'detect_strategy': 'feature', 'replay': False, 'replay_strategy': 'random', 'repaly_num_samples': 100, 'ewc': False, 'ewc_strategy': 'ewc', 'ewc_lambda': 0.0001, 'subgraph_train': False, 'num_hops': 2, 'logname': 'ECL-Informer', 'time': '2023-06-15-11:54:34.957934', 'path': 'exp/ECL-Informer2023-06-15-11:54:34.957934', 'pred_len': 96, 'logger': <Logger __main__ (INFO)>}
2023-06-15 11:54:34,958 - [*] phase 1 start training
2023-06-15 11:55:36,081 - [*] phase 1 Dataset load!
2023-06-15 11:58:16,558 - [*] phase 1 Training start
2023-06-15 11:59:43,206 - epoch:0, training loss:0.7278 validation loss:0.5021
2023-06-15 12:01:10,421 - epoch:1, training loss:0.4609 validation loss:0.4060
2023-06-15 12:02:36,219 - epoch:2, training loss:0.2943 validation loss:0.3377
2023-06-15 12:03:45,067 - epoch:3, training loss:0.2358 validation loss:0.2980
2023-06-15 12:04:33,351 - epoch:4, training loss:0.2081 validation loss:0.2894
2023-06-15 12:05:20,704 - epoch:5, training loss:0.1939 validation loss:0.2838
2023-06-15 12:06:09,473 - epoch:6, training loss:0.1833 validation loss:0.2705
2023-06-15 12:06:57,697 - epoch:7, training loss:0.1741 validation loss:0.2695
2023-06-15 12:07:46,189 - epoch:8, training loss:0.1679 validation loss:0.2654
2023-06-15 12:08:33,653 - epoch:9, training loss:0.1620 validation loss:0.2594
2023-06-15 12:09:21,131 - epoch:10, training loss:0.1565 validation loss:0.2500
2023-06-15 12:10:11,044 - epoch:11, training loss:0.1517 validation loss:0.2562
2023-06-15 12:11:01,784 - epoch:12, training loss:0.1472 validation loss:0.2592
2023-06-15 12:11:48,997 - epoch:13, training loss:0.1440 validation loss:0.2410
2023-06-15 12:12:37,455 - epoch:14, training loss:0.1409 validation loss:0.2441
2023-06-15 12:13:25,280 - epoch:15, training loss:0.1377 validation loss:0.2423
2023-06-15 12:14:16,335 - epoch:16, training loss:0.1354 validation loss:0.2438
2023-06-15 12:15:05,324 - epoch:17, training loss:0.1330 validation loss:0.2400
2023-06-15 12:15:53,819 - epoch:18, training loss:0.1305 validation loss:0.2424
2023-06-15 12:16:45,148 - epoch:19, training loss:0.1284 validation loss:0.2434
2023-06-15 12:17:33,102 - epoch:20, training loss:0.1269 validation loss:0.2410
2023-06-15 12:18:22,237 - epoch:21, training loss:0.1249 validation loss:0.2454
2023-06-15 12:19:10,466 - epoch:22, training loss:0.1229 validation loss:0.2394
2023-06-15 12:20:00,448 - epoch:23, training loss:0.1214 validation loss:0.2438
2023-06-15 12:20:47,734 - epoch:24, training loss:0.1196 validation loss:0.2415
2023-06-15 12:21:36,108 - epoch:25, training loss:0.1182 validation loss:0.2376
2023-06-15 12:22:24,626 - epoch:26, training loss:0.1169 validation loss:0.2385
2023-06-15 12:23:11,519 - epoch:27, training loss:0.1155 validation loss:0.2377
2023-06-15 12:24:01,810 - epoch:28, training loss:0.1145 validation loss:0.2384
2023-06-15 12:24:51,014 - epoch:29, training loss:0.1133 validation loss:0.2378
2023-06-15 12:25:38,503 - epoch:30, training loss:0.1122 validation loss:0.2372
2023-06-15 12:26:26,675 - epoch:31, training loss:0.1112 validation loss:0.2362
2023-06-15 12:27:15,740 - epoch:32, training loss:0.1101 validation loss:0.2357
2023-06-15 12:28:03,908 - epoch:33, training loss:0.1090 validation loss:0.2401
2023-06-15 12:28:52,260 - epoch:34, training loss:0.1080 validation loss:0.2334
2023-06-15 12:29:42,067 - epoch:35, training loss:0.1073 validation loss:0.2482
2023-06-15 12:30:32,544 - epoch:36, training loss:0.1066 validation loss:0.2367
2023-06-15 12:31:20,297 - epoch:37, training loss:0.1055 validation loss:0.2378
