2023-06-14 15:15:10,944 - logger name:exp/ECL-Informer2023-06-14-15:15:10.943977/ECL-Informer.log
2023-06-14 15:15:10,944 - params : {'conf': 'ECL-Informer', 'data_name': 'electricity', 'iteration': 1, 'auto_test': 1, 'load': False, 'build_graph': False, 'root_path': '', 'exp_path': 'exp/', 'val_test_mix': False, 'end_phase': 1, 'x_len': 96, 'y_len': 96, 'device': device(type='cuda', index=1), '/* model related args*/': '//', 'model_name': 'informer', 'label_len': 48, 'features': 'M', 'target': 'OT', 'graph_input': False, 'individual': False, 'test_model_path': '/Disk/fhyega/code/PatchTST/PatchTST_supervised/checkpoints/electricity_96_96_Informer_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_0/checkpoint.pth', 'e_layers': 2, 'd_layers': 1, 'factor': 3, 'n_heads': 8, 'd_model': 512, 'd_ff': 2048, 'dropout': 0.2, 'fc_dropout': 0.2, 'head_dropout': 0, 'patch_len': 16, 'stride': 8, 'des': 'Exp', 'padding_patch': 'end', 'revin': 1, 'affine': 0, 'subtract_last': 0, 'decomposition': 0, 'kernel_size': 25, 'output_attention': 0, 'embed_type': 0, 'activation': 'gelu', 'distil': 1, 'linear_output': 0, '/*train related args*/': '//', 'train': True, 'epoch': 100, 'batch_size': 128, 'lr': 0.0001, 'loss': 'mse', '/*dataset related args*/': '//', 'save_data_path': 'data/ECL/', 'data_process': False, 'embed': 'timeF', 'freq': 'h', 'begin_phase': 1, 'phase_len_ratio': 0.6, 'val_ratio': 0.5, 'graph_size': 321, '/*strategy related args*/': '//', 'strategy': 'incremental', 'increase': False, 'detect': False, 'detect_strategy': 'feature', 'replay': False, 'replay_strategy': 'random', 'repaly_num_samples': 100, 'ewc': False, 'ewc_strategy': 'ewc', 'ewc_lambda': 0.0001, 'subgraph_train': False, 'num_hops': 2, 'logname': 'ECL-Informer', 'time': '2023-06-14-15:15:10.943977', 'path': 'exp/ECL-Informer2023-06-14-15:15:10.943977', 'pred_len': 96, 'logger': <Logger __main__ (INFO)>}
2023-06-14 15:15:10,944 - [*] phase 1 start training
2023-06-14 15:15:47,259 - [*] phase 1 Dataset load!
2023-06-14 15:16:39,810 - [*] phase 1 Training start
2023-06-14 15:17:37,000 - epoch:0, training loss:0.7970 validation loss:0.7382
2023-06-14 15:18:16,955 - epoch:1, training loss:0.5386 validation loss:0.6736
2023-06-14 15:18:57,698 - epoch:2, training loss:0.4060 validation loss:0.6795
2023-06-14 15:19:38,617 - epoch:3, training loss:0.2928 validation loss:0.6788
2023-06-14 15:20:19,792 - epoch:4, training loss:0.2522 validation loss:0.6644
2023-06-14 15:21:00,993 - epoch:5, training loss:0.2293 validation loss:0.6591
2023-06-14 15:21:41,800 - epoch:6, training loss:0.2143 validation loss:0.6744
2023-06-14 15:22:24,045 - epoch:7, training loss:0.2043 validation loss:0.6754
2023-06-14 15:23:06,433 - epoch:8, training loss:0.1958 validation loss:0.6269
2023-06-14 15:23:48,249 - epoch:9, training loss:0.1895 validation loss:0.6059
2023-06-14 15:24:30,468 - epoch:10, training loss:0.1825 validation loss:0.5962
2023-06-14 15:25:12,675 - epoch:11, training loss:0.1775 validation loss:0.5862
2023-06-14 15:25:56,605 - epoch:12, training loss:0.1728 validation loss:0.5929
2023-06-14 15:26:39,098 - epoch:13, training loss:0.1692 validation loss:0.5544
2023-06-14 15:27:23,746 - epoch:14, training loss:0.1655 validation loss:0.5571
2023-06-14 15:28:07,391 - epoch:15, training loss:0.1627 validation loss:0.5494
2023-06-14 15:28:50,232 - epoch:16, training loss:0.1601 validation loss:0.5413
2023-06-14 15:29:34,785 - epoch:17, training loss:0.1569 validation loss:0.5519
2023-06-14 15:30:18,022 - epoch:18, training loss:0.1543 validation loss:0.5280
2023-06-14 15:31:02,595 - epoch:19, training loss:0.1524 validation loss:0.4996
2023-06-14 15:31:45,992 - epoch:20, training loss:0.1501 validation loss:0.5189
2023-06-14 15:32:29,399 - epoch:21, training loss:0.1481 validation loss:0.5012
2023-06-14 15:33:14,643 - epoch:22, training loss:0.1465 validation loss:0.4885
2023-06-14 15:33:59,455 - epoch:23, training loss:0.1447 validation loss:0.4788
2023-06-14 15:34:43,954 - epoch:24, training loss:0.1433 validation loss:0.4964
2023-06-14 15:35:28,501 - epoch:25, training loss:0.1418 validation loss:0.4864
2023-06-14 15:36:14,625 - epoch:26, training loss:0.1400 validation loss:0.4741
2023-06-14 15:36:58,045 - epoch:27, training loss:0.1388 validation loss:0.4655
2023-06-14 15:37:41,440 - epoch:28, training loss:0.1375 validation loss:0.4697
2023-06-14 15:38:26,851 - epoch:29, training loss:0.1367 validation loss:0.4551
2023-06-14 15:39:11,020 - epoch:30, training loss:0.1354 validation loss:0.4566
2023-06-14 15:39:55,817 - epoch:31, training loss:0.1340 validation loss:0.4586
2023-06-14 15:40:40,762 - epoch:32, training loss:0.1332 validation loss:0.4466
2023-06-14 15:41:26,332 - epoch:33, training loss:0.1322 validation loss:0.4493
2023-06-14 15:42:09,735 - epoch:34, training loss:0.1315 validation loss:0.4384
2023-06-14 15:42:53,748 - epoch:35, training loss:0.1303 validation loss:0.4370
2023-06-14 15:43:39,091 - epoch:36, training loss:0.1296 validation loss:0.4298
2023-06-14 15:44:25,462 - epoch:37, training loss:0.1285 validation loss:0.4299
2023-06-14 15:45:10,787 - epoch:38, training loss:0.1278 validation loss:0.4342
2023-06-14 15:45:57,076 - epoch:39, training loss:0.1270 validation loss:0.4237
2023-06-14 15:46:41,590 - epoch:40, training loss:0.1259 validation loss:0.4178
2023-06-14 15:47:27,094 - epoch:41, training loss:0.1254 validation loss:0.4192
2023-06-14 15:48:12,633 - epoch:42, training loss:0.1246 validation loss:0.4178
2023-06-14 15:48:59,572 - epoch:43, training loss:0.1238 validation loss:0.4094
2023-06-14 15:49:44,329 - epoch:44, training loss:0.1233 validation loss:0.4085
2023-06-14 15:50:30,156 - epoch:45, training loss:0.1224 validation loss:0.4051
2023-06-14 15:51:14,897 - epoch:46, training loss:0.1218 validation loss:0.4013
2023-06-14 15:51:59,981 - epoch:47, training loss:0.1212 validation loss:0.4012
2023-06-14 15:52:44,283 - epoch:48, training loss:0.1205 validation loss:0.3994
2023-06-14 15:53:29,849 - epoch:49, training loss:0.1202 validation loss:0.3975
2023-06-14 15:54:15,524 - epoch:50, training loss:0.1195 validation loss:0.3987
2023-06-14 15:55:01,769 - epoch:51, training loss:0.1189 validation loss:0.3968
2023-06-14 15:55:48,201 - epoch:52, training loss:0.1183 validation loss:0.4050
2023-06-14 15:56:33,032 - epoch:53, training loss:0.1177 validation loss:0.3874
2023-06-14 15:57:21,358 - epoch:54, training loss:0.1172 validation loss:0.3869
2023-06-14 15:58:06,588 - epoch:55, training loss:0.1166 validation loss:0.3905
2023-06-14 15:58:51,312 - epoch:56, training loss:0.1160 validation loss:0.3834
2023-06-14 15:59:35,968 - epoch:57, training loss:0.1155 validation loss:0.3989
2023-06-14 16:00:23,182 - epoch:58, training loss:0.1154 validation loss:0.4043
2023-06-14 16:01:09,442 - epoch:59, training loss:0.1146 validation loss:0.3845
2023-06-14 16:01:54,891 - epoch:60, training loss:0.1138 validation loss:0.3864
2023-06-14 16:02:40,959 - epoch:61, training loss:0.1135 validation loss:0.3910
2023-06-14 16:03:26,496 - epoch:62, training loss:0.1131 validation loss:0.3868
2023-06-14 16:03:33,572 - [*] loss:0.4236
2023-06-14 16:03:34,644 - [*] phase 1, testing
2023-06-14 16:03:36,462 - T:96	MAE	0.5175	RMSE	0.4963	MAPE	716.3978
2023-06-14 16:03:36,511 - 96	mae	0.5175	
2023-06-14 16:03:36,511 - 96	rmse	0.4963	
2023-06-14 16:03:36,511 - 96	mape	716.3978	
