2023-08-23 17:10:28,663 - logger name:exp/ECL-PatchTST2023-08-23-17:10:28.662828/ECL-PatchTST.log
2023-08-23 17:10:28,663 - params : {'loss': 'huber', 'conf': 'ECL-PatchTST', 'data_name': 'ETTh2', 'iteration': 1, 'train': 1, 'load': True, 'build_graph': False, 'same_init': True, 'grad_norm': False, 'refiner_residual': 0, 'root_path': '', 'exp_path': 'exp/', 'val_test_mix': False, 'pred_len': 96, 'noise_rate': 0.5, 'device': device(type='cuda', index=0), 'test_model_path': '/Disk/fhyega/code/BASE/exp/ECL-PatchTST2023-08-22-20:19:56.785959/0/best_model.pkl', 'idx': -1, 'aligner': 1, 'always_align': 1, 'refiner': 1, 'rec_block_num': 1, 'enhance': 1, 'enhance_type': 5, 'seed': 34, 'batch_size': 128, 'share_head': 0, 'add_noise': 1, 'jitter_sigma': 2.0, 'slope_rate': 0.01, 'slope_range': 0.5, 'alpha': 10.0, 'beta': 1.0, 'gamma': 0.15, 'feature_jittering': 1, 'rec_intra_feature': 0, 'rec_ori': 1, 'mid_dim': 128, 'test_en': 0, 'debugger': 0, 'omega': 1.0, 'theta': 1.1, 'mask_border': 1, 'sup_weight': 20.0, 'rec_length_ratio': 0.95, 'ref_dropout': 0.2, 'ref_block_num': 2, 'add_FFN': 0, 'add_residual': 0, 'rec_all': 0, '/* model related args*/': '//', 'model_name': 'PatchTST', 'seq_len': 336, 'label_len': 48, 'features': 'M', 'target': 'OT', 'graph_input': False, 'individual': False, 'e_layers': 3, 'd_layers': 1, 'factor': 1, 'n_heads': 16, 'd_model': 128, 'd_ff': 256, 'dropout': 0.2, 'fc_dropout': 0.2, 'head_dropout': 0.0, 'patch_len': 16, 'stride': 8, 'des': 'Exp', 'padding_patch': 'end', 'revin': 1, 'affine': 0, 'subtract_last': 0, 'decomposition': 0, 'kernel_size': 25, 'output_attention': 0, 'embed_type': 0, 'activation': 'gelu', 'lradj': 'TST', 'distil': 1, 'linear_output': 1, 'pct_start': 0.2, '/*train related args*/': '//', 'epoch': 30, 'lr': 0.0001, '/*dataset related args*/': '//', 'save_data_path': 'data/ECL/', 'data_process': True, 'embed': 'timeF', 'freq': 'h', 'begin_phase': 0, 'end_phase': 1, 'phase_len': 26304, 'val_ratio': 0.33, 'graph_size': 321, '/*strategy related args*/': '//', 'strategy': 'incremental', 'increase': False, 'detect': False, 'detect_strategy': 'feature', 'replay': False, 'replay_strategy': 'random', 'repaly_num_samples': 100, 'ewc': False, 'ewc_strategy': 'ewc', 'ewc_lambda': 0.0001, 'subgraph_train': False, 'num_hops': 2, 'logname': 'ECL-PatchTST', 'time': '2023-08-23-17:10:28.662828', 'path': 'exp/ECL-PatchTST2023-08-23-17:10:28.662828', 'num_workers': 4, 'start_train': 0, 'train_mode': 'pretrain', 'get_score': False, 'use_cm': True, 'logger': <Logger __main__ (INFO)>}
2023-08-23 17:10:28,663 - [*] phase 0 start training
0 26304
train 8209
val 2785
test 2785
2023-08-23 17:10:28,862 - [*] phase 0 Dataset load!
2023-08-23 17:10:29,816 - [*] phase 0 Training start
train 8209
2023-08-23 17:11:00,212 - epoch:0, training loss:0.2223 validation loss:0.1619
train 8209
vs, vt 0.1619003186510368 0.1647822740064426
Updating learning rate to 1.0463629820836433e-05
Updating learning rate to 1.0463629820836433e-05
train 8209
tensor(0.2674, device='cuda:0') tensor(0.0284, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2670, device='cuda:0') tensor(0.0339, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2783, device='cuda:0') tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2736, device='cuda:0') tensor(0.0199, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2534, device='cuda:0') tensor(0.0249, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2750, device='cuda:0') tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2905, device='cuda:0') tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2571, device='cuda:0') tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2683, device='cuda:0') tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2769, device='cuda:0') tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2665, device='cuda:0') tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2719, device='cuda:0') tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2713, device='cuda:0') tensor(0.0248, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2754, device='cuda:0') tensor(0.0271, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2707, device='cuda:0') tensor(0.0376, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2445, device='cuda:0') tensor(0.0211, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2655, device='cuda:0') tensor(0.0205, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2621, device='cuda:0') tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2505, device='cuda:0') tensor(0.0229, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2711, device='cuda:0') tensor(0.0367, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2384, device='cuda:0') tensor(0.0206, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2603, device='cuda:0') tensor(0.0383, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2622, device='cuda:0') tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2519, device='cuda:0') tensor(0.0261, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2397, device='cuda:0') tensor(0.0274, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2395, device='cuda:0') tensor(0.0210, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2551, device='cuda:0') tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2426, device='cuda:0') tensor(0.0219, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2298, device='cuda:0') tensor(0.0229, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2527, device='cuda:0') tensor(0.0323, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2545, device='cuda:0') tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2471, device='cuda:0') tensor(0.0273, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2338, device='cuda:0') tensor(0.0190, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2349, device='cuda:0') tensor(0.0226, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2307, device='cuda:0') tensor(0.0187, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2187, device='cuda:0') tensor(0.0189, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2286, device='cuda:0') tensor(0.0174, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2287, device='cuda:0') tensor(0.0232, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2154, device='cuda:0') tensor(0.0161, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2197, device='cuda:0') tensor(0.0235, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2191, device='cuda:0') tensor(0.0263, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2110, device='cuda:0') tensor(0.0239, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2033, device='cuda:0') tensor(0.0237, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2094, device='cuda:0') tensor(0.0164, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2018, device='cuda:0') tensor(0.0240, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2027, device='cuda:0') tensor(0.0187, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2012, device='cuda:0') tensor(0.0239, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1979, device='cuda:0') tensor(0.0213, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1810, device='cuda:0') tensor(0.0185, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1907, device='cuda:0') tensor(0.0239, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1958, device='cuda:0') tensor(0.0212, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1815, device='cuda:0') tensor(0.0204, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1806, device='cuda:0') tensor(0.0150, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1800, device='cuda:0') tensor(0.0169, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1731, device='cuda:0') tensor(0.0164, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1721, device='cuda:0') tensor(0.0159, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1716, device='cuda:0') tensor(0.0175, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1656, device='cuda:0') tensor(0.0137, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1673, device='cuda:0') tensor(0.0145, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1704, device='cuda:0') tensor(0.0164, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1594, device='cuda:0') tensor(0.0120, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1608, device='cuda:0') tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1684, device='cuda:0') tensor(0.0194, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1419, device='cuda:0') tensor(0.0131, device='cuda:0', grad_fn=<MeanBackward0>)
vs, vt 0.1371215261857618 0.14334752317517996
need align? ->  False 0.14334752317517996
2023-08-23 17:12:26,927 - epoch:1, training loss:4.9039 validation loss:0.1371
Updating learning rate to 2.8113748014145436e-05
Updating learning rate to 2.8113748014145436e-05
train 8209
tensor(0.1577, device='cuda:0') tensor(0.0164, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1398, device='cuda:0') tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1376, device='cuda:0') tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1495, device='cuda:0') tensor(0.0149, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1467, device='cuda:0') tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1447, device='cuda:0') tensor(0.0125, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1366, device='cuda:0') tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)
